شماره,گروه,اسم ,استاد,هفته,روز,ساعت,مکان
1314017,1,مباني نظريه محاسبه,مغاري سميه,هرهفته,دو شنبه,14:45-15:30,
1314015,1,مباني تركيبيات,موسوي سيدرضا,هرهفته,دو شنبه,15:30-16:15,
1314029,1,پايگاه داده ها,مغاري سميه,هرهفته,دو شنبه,15:30-16:15,دانشكده رياضي كلاس 7-دانشكده رياضي
1318012,1,مباني تركيبيات,موسوي سيدرضا,هرهفته,دو شنبه,15:30-16:15,
1812041,1,شيمي تجزيه 1,مصدرالامور فاطمه,هرهفته,دو شنبه,15:30-16:30,ساختمان كلاسها كلاس 10-ساختمان كلاسها
2312616,5,تربيت بدني,وسدي الهام,هرهفته,دو شنبه,15:30-17:00,مجموعه خوابگاه ها سالن حجاب (خواهران)
2312615,6,ورزش 1,رجبي مجتبي,هرهفته,دو شنبه,15:30-17:00,مجموعه خوابگاه ها زمين چمن مصنوعي (برادران)
1812025,2,آزمايشگاه شيمي عمومي 2,كلي وحيد,هرهفته,دو شنبه,15:30-17:00,
1714175,1,آزمايشگاه هيدروليك,ساغرواني سيدفضل اله,هرهفته,دو شنبه,15:30-17:00,
1714769,1,نقشه برداري مسير و زيرزميني,حسيني سيدعلي,هرهفته,دو شنبه,15:30-17:00,
1612081,3,نقشه كشي صنعتي 2,حسيني فراش سيد مهدي,هفته هاي فرد,دو شنبه,15:30-17:00,
1612081,3,نقشه كشي صنعتي 2,حسيني فراش سيد مهدي,هفته هاي زوج,دو شنبه,15:30-17:00,
1714030,1,مهندسي ترابري,محمدي عباس,هرهفته,دو شنبه,15:30-17:00,دانشكده عمران كلاس 20-دانشكده عمران
1714014,2,زمين شناسي مهندسي,كرامتي محسن,هرهفته,دو شنبه,15:30-17:00,
1612022,1,كنترل اتوماتيك,نظري مصطفي,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مكانيك كلاس 2-دانشكده مكانيك
1612062,1,موتورهاي احتراق داخلي,مهرگان محمود,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1514383,1,مباني فيزيك و مكانيك خاك,درستكار وجيهه,هرهفته,دو شنبه,15:30-17:00,دانشكده كشاورزي- ساختمان آموزشي كلاس شماره 2
1514376,1,ديناميك,ميرزايي مقدم حسين,هفته هاي فرد,دو شنبه,15:30-17:00,
1514372,1,نقشه كشي صنعتي2,محمودي اسمعيل,هفته هاي زوج,دو شنبه,15:30-17:00,
1514313,2,سامانه آبياري سطحي-عملي,موذن زاده روزبه,هرهفته,دو شنبه,15:30-17:00,
1422028,2,كارگاه ريخته گري ذوب و مدل سازي,طاهريان رضا,هرهفته,دو شنبه,15:30-17:00,
1426210,1,مباني زبانشناسي,موسوي سيد حمزه,هرهفته,دو شنبه,15:30-17:00,
1512051,2,اكولوژي كشاورزي,اصغري حميدرضا,هفته هاي فرد,دو شنبه,15:30-17:00,
1512287,1,آناتومي و فيزيولوژي گياهي عملي,حيدري مصطفي,هرهفته,دو شنبه,15:30-17:00,
1512258,1,مباني توليد گياهان باغي عملي,خوش قلب حسن,هرهفته,دو شنبه,15:30-17:00,
1514067,1,مكانيك سيالات,اژدري خليل,هفته هاي فرد,دو شنبه,15:30-17:00,
1512336,1,مباني بيوانفورماتيك,ابراهيمي امين,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده كشاورزي- ساختمان اداري كلاس شماره 7
1514156,1,شيمي تجزيه,صمدلوئي حميدرضا,هرهفته,دو شنبه,15:30-17:00,
1912010,8,آز فيزيك 1 - فني,شجاعي محمدرضا,هرهفته,دو شنبه,15:30-17:00,ساختمان آزمايشگاهها فيزيك پايه 1
1912012,9,آز فيزيك 2 -فني,كاشي نوشين,هرهفته,دو شنبه,15:30-17:00,ساختمان آزمايشگاهها فيزيك پايه 2
1912281,1,مكانيك كوانتوم 2,رفيعي مرتضي,هرهفته,دو شنبه,15:30-17:00,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912280,1,مكانيك كوانتوم 1,رحماني محمدباقر,هرهفته,دو شنبه,15:30-17:00,دانشكده فيزيك كلاس 21-دانشكده فيزيك
1912195,1,مكانيك كوانتومي 2,رفيعي مرتضي,هرهفته,دو شنبه,15:30-17:00,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912192,1,مكانيك كوانتومي 1,رحماني محمدباقر,هرهفته,دو شنبه,15:30-17:00,دانشكده فيزيك كلاس 21-دانشكده فيزيك
2012309,2,ريز ديرينه شناسي,طاهري عزيزاله,هرهفته,دو شنبه,15:30-17:00,
2012330,2,ارزيابي ذخاير معدني,موسيوند فردين,هرهفته,دو شنبه,15:30-17:00,
2112001,1,آز كامپيوتر,بازقندي علي,هرهفته,دو شنبه,15:30-17:00,مهندسي كامپيوتر و فناوري اطلاعات سايت برادران /آز كامپيوتر
2112085,1,ريزپردازنده و زبان اسمبلي,حسيني محمد مهدي,هفته هاي فرد,دو شنبه,15:30-17:00,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2112088,1,طراحي كامپيوتري سيستم هاي ديجيتال,فرهادي محسن,هفته هاي زوج,دو شنبه,15:30-17:00,مهندسي كامپيوتر و فناوري اطلاعات كلاس 3-دانشكده كامپيوتر
1316100,1,رياضيات عمومي 1(آمار),فتحعلي جعفر,هرهفته,دو شنبه,15:30-17:00,
1318002,1,رياضيات عمومي 1,فتحعلي جعفر,هرهفته,دو شنبه,15:30-17:00,
1316169,1,توابع مختلط(آمار),معتمدنژاد احمد,هرهفته,دو شنبه,15:30-17:00,دانشكده رياضي كلاس 6-دانشكده رياضي
1318033,1,توابع مختلط,معتمدنژاد احمد,هرهفته,دو شنبه,15:30-17:00,دانشكده رياضي كلاس 6-دانشكده رياضي
1414076,2,بازارسرمايه و ابزار تامين مالي اسلامي,ذوالفقارخاني نسرين,هرهفته,دو شنبه,15:30-17:00,
1414088,2,بهايابي 1,ياوري محمدمهدي,هرهفته,دو شنبه,15:30-17:00,
1314001,1,رياضيات عمومي 1,فتحعلي جعفر,هرهفته,دو شنبه,15:30-17:00,
1312134,1,رياضي 2 زمين,حسين زاده بابره خسرو,هرهفته,دو شنبه,15:30-17:00,
1312028,16,رياضي عمومي 2 - فني,حجازي سيد رضا,هرهفته,دو شنبه,15:30-17:00,
1416002,9,انديشه اسلامي 2,نصيري علي اصغر,هرهفته,دو شنبه,15:30-17:00,دانشكده رياضي كلاس 1-دانشكده رياضي
1414144,1,نظريه بازي ها و كاربرد آن در اقتصاد,ميرباقري جم محمد,هرهفته,دو شنبه,15:30-17:00,
1414097,1,حسابداري و حسابرسي بخش عمومي,عامري حسين,هرهفته,دو شنبه,15:30-17:00,دانشكده علوم انساني سالن مطالعه برادران صنايع و مديريت
1414138,1,اقتصاد خرد(1),دهقاني علي,هرهفته,دو شنبه,15:30-17:00,
1418140,2,تحقيق در عمليات 2,اساتيد گروه آموزشي,هرهفته,دو شنبه,15:30-17:00,
1418140,1,تحقيق در عمليات 2,شيخ رضا,هرهفته,دو شنبه,15:30-17:00,
1422023,1,آمار مهندسي,حسني علي اكبر,هفته هاي زوج,دو شنبه,15:30-17:00,
1420013,1,آشنايي با ارزشهاي دفاع مقدس (واحد مازاد),ترحمي علي,هرهفته,دو شنبه,15:30-17:00,
1420015,2,زبان عمومي,مظفري فاطمه,هرهفته,دو شنبه,15:30-17:00,
1420015,5,زبان عمومي,سليمان جهان ايرج,هرهفته,دو شنبه,15:30-17:00,
1418168,1,اصول و مباني كارافريني,جلالي مهدي,هرهفته,دو شنبه,15:30-17:00,
2412324,1,ايستايي,امينيان پژمان,هرهفته,دو شنبه,15:30-17:00,دانشكده فيزيك كلاس 1-دانشكده معماري و شهرسازي
2312733,1,ژيمناستيك (2),رضواني محمدحسين,هرهفته,دو شنبه,15:30-17:00,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312737,1,بسكتبال(1),رحيميان حسين,هرهفته,دو شنبه,15:30-17:00,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2512001,1,رياضي مهندسي,اشرفي حميد,هرهفته,دو شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 107 دانشكده مهندسي شيمي ومواد
2512005,1,شيمي عمومي,مير دار وطن وحيد,هفته هاي زوج,دو شنبه,15:30-17:00,
,,,بزرگ منصور,,,,
2512034,1,توليد فلزات غيرآهني,مولايي محمد جعفر,هفته هاي فرد,دو شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 102 دانشكده مهندسي شيمي ومواد
2512029,1,اصول شكل دهي مواد1,كريمي محسن,هفته هاي فرد,دو شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2514025,1,انتقال جرم,عبدي جعفر,هرهفته,دو شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2514016,1,مكانيك سيالات1,اسماعيلي فرج سيدحميد,هفته هاي فرد,دو شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 103 دانشكده مهندسي شيمي ومواد
1112137,1,ميدانها و امواج,آزادي طينت نيما,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112015,2,الكترونيك 1,فتاح حصاري علي,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112015,1,الكترونيك 1,ابراهيمي عماد,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
1112015,4,الكترونيك 1,محمدپوري زينب,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1112015,3,الكترونيك 1,اشرف محمد رضا,هفته هاي زوج,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 12-دانشكده برق
1112008,2,نقشه كشي مهندسي,بابايي مسعود,هرهفته,دو شنبه,15:30-17:00,دانشكده مكانيك آتليه رسم- دانشكده مكانيك
2514051,1,مهندسي محيط زيست,كاهاني مصطفي,هرهفته,دو شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
1126054,1,اصول و افزارهاي توان بخشي,محمدپوري زينب,هفته هاي فرد,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 11-دانشكده برق
1224009,1,مقاومت مصالح,نوروزي مهدي,هرهفته,دو شنبه,15:30-17:00,
1112233,2,طراحي سيستم هاي ريزپردازنده اي,خرقانيان رضا,هفته هاي فرد,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112233,1,طراحي سيستم هاي ريزپردازنده اي,سليماني ايوري علي,هفته هاي فرد,دو شنبه,15:30-17:00,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
2412340,1,آشنايي با اصول حفاظت و مرمت,پارسي فرامرز,هرهفته,دو شنبه,16:00-18:30,
1314015,1,مباني تركيبيات,موسوي سيدرضا,هرهفته,دو شنبه,16:15-17:00,
1314029,1,پايگاه داده ها,مغاري سميه,هرهفته,دو شنبه,16:15-17:00,دانشكده رياضي كلاس 7-دانشكده رياضي
1318012,1,مباني تركيبيات,موسوي سيدرضا,هرهفته,دو شنبه,16:15-17:00,
1812041,1,شيمي تجزيه 1,مصدرالامور فاطمه,هرهفته,دو شنبه,16:30-17:00,ساختمان كلاسها كلاس 14 ساختمان كلاسها
1318017,1,مباني جبر,جعفري سيد حيدر,هرهفته,دو شنبه,17:00-17:45,دانشكده رياضي كلاس 6-دانشكده رياضي
1318015,1,مباني ماتريس و جبرخطي,هاشمي ابراهيم,هرهفته,دو شنبه,17:00-17:45,
1314014,1,مباني جبر,جعفري سيد حيدر,هرهفته,دو شنبه,17:00-17:45,دانشكده رياضي كلاس 6-دانشكده رياضي
1314010,1,مباني ماتريسها و جبرخطي,هاشمي ابراهيم,هرهفته,دو شنبه,17:00-17:45,
1312028,2,رياضي عمومي 2 - فني,خدامي عليرضا,هرهفته,دو شنبه,17:00-17:45,
1312028,1,رياضي عمومي 2 - فني,آل هوز عبدا...,هرهفته,دو شنبه,17:00-17:45,
1812038,2,شيمي آلي 2,نصراصفهاني حسين,هرهفته,دو شنبه,17:00-18:00,دانشكده علوم زمين كلاس شماره 9-علوم زمين
1812038,1,شيمي آلي 2,كيوانلو علي,هرهفته,دو شنبه,17:00-18:00,ساختمان كلاسها كلاس 10-ساختمان كلاسها
1812025,3,آزمايشگاه شيمي عمومي 2,كلي وحيد,هرهفته,دو شنبه,17:00-18:30,
1714795,1,پويشگرهاي ليزري,فروزنده سعيد,هرهفته,دو شنبه,17:00-18:30,
1714175,2,آزمايشگاه هيدروليك,ساغرواني سيدفضل اله,هرهفته,دو شنبه,17:00-18:30,
1714192,1,آمار و احتمالات مهندسي - عمران,محمدي عباس,هرهفته,دو شنبه,17:00-18:30,
1612017,3,آز مقاومت مصالح 1,قادري سيد هادي,هرهفته,دو شنبه,17:00-18:30,
1612012,1,مكانيك سيالات 2,نوروزي محمود,هرهفته,دو شنبه,17:00-18:30,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1512257,1,مباني توليد گياهان باغي,خوش قلب حسن,هرهفته,دو شنبه,17:00-18:30,
1422035,1,برنامه ريزي نگهداري و تعميرات,رستمي محمد,هفته هاي زوج,دو شنبه,17:00-18:30,
1514355,1,علم مواد,شجاعي بهاءآباد مريم,هفته هاي زوج,دو شنبه,17:00-18:30,
2112086,1,آزمايشگاه مدارهاي منطقي و معماري كامپيوتر,فرهادي محسن,هرهفته,دو شنبه,17:00-18:30,مهندسي كامپيوتر و فناوري اطلاعات آز منطقي/ معماري كامپيوتر
2112015,1,سيستمهاي عامل,تجري عليرضا,هفته هاي زوج,دو شنبه,17:00-18:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2112030,1,آز سيستم عامل,حسيني سيد مسلم,هرهفته,دو شنبه,17:00-18:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 2-دانشكده كامپيوتر
2112001,2,آز كامپيوتر,بازقندي علي,هرهفته,دو شنبه,17:00-18:30,مهندسي كامپيوتر و فناوري اطلاعات سايت برادران /آز كامپيوتر
2012540,1,نقشه برداري,فردوست فرج اله,هرهفته,دو شنبه,17:00-18:30,
2012323,1,زمين شناسي مهندسي,مومني علي اكبر,هفته هاي زوج,دو شنبه,17:00-18:30,دانشكده علوم زمين كلاس شماره 10-علوم زمين
1912160,1,آز فيزيك پايه 2 زمين شناسي,شهيدي محمد مهدي,هرهفته,دو شنبه,17:00-18:30,ساختمان آزمايشگاهها فيزيك پايه 2
1912179,1,فيزيك عمومي 2 علوم پايه,مولاروي طيبه,هرهفته,دو شنبه,17:00-18:30,دانشكده فيزيك كلاس 21-دانشكده فيزيك
1912080,1,آشكارسازهاوسيستمهاي اندازه گيري,توكلي عنبران حسين,هرهفته,دو شنبه,17:00-18:30,دانشكده فيزيك كلاس 25-دانشكده فيزيك
1912253,1,فيزيك 2 (فيزيك مهندسي),مولاروي طيبه,هرهفته,دو شنبه,17:00-18:30,دانشكده فيزيك كلاس 21-دانشكده فيزيك
1912301,1,فيزيك عمومي 2 (فيزيك),مولاروي طيبه,هرهفته,دو شنبه,17:00-18:30,دانشكده فيزيك كلاس 21-دانشكده فيزيك
1912322,1,اندازه گيري و آشكارسازي پرتوها (فيزيك),توكلي عنبران حسين,هرهفته,دو شنبه,17:00-18:30,دانشكده فيزيك كلاس 25-دانشكده فيزيك
1912008,19,فيزيك 2 - فني,سرگلزايي پور سپيده,هفته هاي فرد,دو شنبه,17:00-18:30,
1912010,9,آز فيزيك 1 - فني,بي تقصير فدافن كاظم,هرهفته,دو شنبه,17:00-18:30,ساختمان آزمايشگاهها فيزيك پايه 1
1912008,18,فيزيك 2 - فني,شجاعي محمدرضا,هفته هاي زوج,دو شنبه,17:00-18:30,
1912006,1,فيزيك پايه 2,مولاروي طيبه,هرهفته,دو شنبه,17:00-18:30,دانشكده فيزيك كلاس 21-دانشكده فيزيك
1912008,7,فيزيك 2 - فني,اسدپور ارزفوني عالمه,هرهفته,دو شنبه,17:00-18:30,دانشكده علوم زمين كلاس شماره 12
1912008,5,فيزيك 2 - فني,وطن خواهان عادله,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي شيمي ومواد كلاس شماره 102 دانشكده مهندسي شيمي ومواد
1912008,6,فيزيك 2 - فني,مرادي كلارده مجيد,هفته هاي فرد,دو شنبه,17:00-18:30,دانشكده مهندسي شيمي ومواد كلاس شماره 103 دانشكده مهندسي شيمي ومواد
1912008,1,فيزيك 2 - فني,مومني مهدي,هفته هاي فرد,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1912008,2,فيزيك 2 - فني,ابراهيمي بسابي احسان,هفته هاي فرد,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1912008,3,فيزيك 2 - فني,ابارشي افسانه,هفته هاي فرد,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 12-دانشكده برق
1912008,4,فيزيك 2 - فني,سلامي مجيد,هرهفته,دو شنبه,17:00-18:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 1-دانشكده كامپيوتر
1316152,1,زبان تخصصي(آمار),شريفي كامران,هفته هاي زوج,دو شنبه,17:00-18:30,دانشكده رياضي كلاس 7-دانشكده رياضي
1318046,1,زبان تخصصي,شريفي كامران,هفته هاي زوج,دو شنبه,17:00-18:30,دانشكده رياضي كلاس 7-دانشكده رياضي
1420015,10,زبان عمومي,ايرانمهر ابوطالب,هرهفته,دو شنبه,17:00-18:30,
1420015,9,زبان عمومي,مرادي مقدم مصطفي,هرهفته,دو شنبه,17:00-18:30,
1420001,15,فارسي,پولادي حميد,هرهفته,دو شنبه,17:00-18:30,
1420015,14,زبان عمومي,سيف زاده نگار,هرهفته,دو شنبه,17:00-18:30,
1418138,1,مديريت منابع انساني,آيباغي اصفهاني سعيد,هفته هاي زوج,دو شنبه,17:00-18:30,
1418141,1,مديريت مالي از منظر اسلام,ميرلوحي سيد مجتبي,هفته هاي فرد,دو شنبه,17:00-18:30,
1418153,1,مديريت پروژه,سيدي سيدحسين,هفته هاي زوج,دو شنبه,17:00-18:30,
1414100,1,مالياتي 1,بخشي حسين,هرهفته,دو شنبه,17:00-18:30,
1414156,1,نظريه هاي توسعه اقتصادي,مولايي محمدعلي,هرهفته,دو شنبه,17:00-18:30,
1414167,2,اقتصاد منابع طبيعي و محيط زيست,ميرباقري جم محمد,هرهفته,دو شنبه,17:00-18:30,
1416007,5,آيين زندگي,انطيقه چي ناصر,هرهفته,دو شنبه,17:00-18:30,دانشكده علوم انساني كلاس 200-دانشكده مديريت
2514008,1,رياضي مهندسي,جعفري محمد,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2514028,1,شيمي فيزيك مهندسي شيمي,احمدي درياكناري محمد,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2312757,1,فيزيولوژي تمرين,حسني علي,هرهفته,دو شنبه,17:00-18:30,ساختمان دانشكده تربيت بدني كلاس 104 تربيت بدني
2312715,1,سنجش و اندازه گيري در علوم ورزشي,باقري هادي,هرهفته,دو شنبه,17:00-18:30,ساختمان دانشكده تربيت بدني كلاس 103 تربيت بدني
1112234,1,مدارهاي پالس و ديجيتال,احمدي فرد عليرضا,هفته هاي فرد,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1126067,1,روش تحقيق در مهندسي پزشكي,كفائي قائيني محمد مهدي,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 2-دانشكده برق
1224013,1,مكانيك سيالات,شاه مردان محمد محسن,هفته هاي زوج,دو شنبه,17:00-18:30,
2514180,1,فرآيندهاي جداسازي,اسماعيلي فرج سيدحميد,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
1224098,1,كاني شناسي,عابدي آرزو,هرهفته,دو شنبه,17:00-18:30,
1224059,1,معدنكاري زير زميني,عطائي محمد,هفته هاي فرد,دو شنبه,17:00-18:30,
1112003,1,محاسبات عددي,حدادظريف محمد,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 11-دانشكده برق
1112003,2,محاسبات عددي,اصيلي محسن,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 1-دانشكده برق
1112066,1,الكترونيك 3,مروي حسين,هفته هاي زوج,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1112057,1,كنترل صنعتي,قلي زاده نرم حسين,هرهفته,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
1112223,1,مخابرات ديجيتال,معروضي اميدرضا,هفته هاي زوج,دو شنبه,17:00-18:30,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
2412303,1,بيان معماري3,مختاري فر علي,هرهفته,دو شنبه,17:00-20:00,
1318015,1,مباني ماتريس و جبرخطي,هاشمي ابراهيم,هرهفته,دو شنبه,17:45-18:30,
1318017,1,مباني جبر,جعفري سيد حيدر,هرهفته,دو شنبه,17:45-18:30,دانشكده رياضي كلاس 6-دانشكده رياضي
1312028,1,رياضي عمومي 2 - فني,آل هوز عبدا...,هرهفته,دو شنبه,17:45-18:30,
1312028,2,رياضي عمومي 2 - فني,خدامي عليرضا,هرهفته,دو شنبه,17:45-18:30,
1314010,1,مباني ماتريسها و جبرخطي,هاشمي ابراهيم,هرهفته,دو شنبه,17:45-18:30,
1314014,1,مباني جبر,جعفري سيد حيدر,هرهفته,دو شنبه,17:45-18:30,دانشكده رياضي كلاس 6-دانشكده رياضي
1812038,1,شيمي آلي 2,كيوانلو علي,هرهفته,دو شنبه,18:00-18:30,ساختمان كلاسها كلاس 11 ساختمان كلاسها
1812038,2,شيمي آلي 2,نصراصفهاني حسين,هرهفته,دو شنبه,18:00-18:30,دانشكده علوم زمين كلاس شماره 9-علوم زمين
2312706,1,مقدمات مكانيك حركت انسان,سلامي مجيد,هرهفته,دو شنبه,18:30-20:00,ساختمان دانشكده تربيت بدني كلاس 104 تربيت بدني
1714797,1,كارتوگرافي,فروزنده سعيد,هرهفته,دو شنبه,18:30-20:00,
1812024,1,آزمايشگاه شيمي عمومي 1,مومني اميرحسين,هرهفته,دو شنبه,18:30-20:00,ساختمان كلاسها كلاس 13 ساختمان كلاسها
1612011,2,مكانيك سيالات 1,نظري محسن,هفته هاي زوج,دو شنبه,18:30-20:00,دانشكده مكانيك كلاس 10-دانشكده مكانيك
1612020,2,ارتعاشات مكانيكي,سينا سيد علي,هفته هاي فرد,دو شنبه,18:30-20:00,دانشكده مكانيك كلاس 3-دانشكده مكانيك
1714010,1,ديناميك,مونسان محمد,هفته هاي زوج,دو شنبه,18:30-20:00,
1422039,1,اصول شبيه سازي,سيدي سيدحسين,هفته هاي زوج,دو شنبه,18:30-20:00,
1422046,2,تحليل سيستم ها,سيدي سيدحسين,هفته هاي فرد,دو شنبه,18:30-20:00,
1912021,1,رياضي فيزيك 1,مومني مهدي,هرهفته,دو شنبه,18:30-20:00,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912259,1,رياضي فيزيك 2,شجاعي محمدرضا,هرهفته,دو شنبه,18:30-20:00,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912258,1,رياضي فيزيك 1,مومني مهدي,هرهفته,دو شنبه,18:30-20:00,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912022,1,رياضي فيزيك 2,شجاعي محمدرضا,هرهفته,دو شنبه,18:30-20:00,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
2012340,1,محيط هاي رسوبي,جعفرزاده مهدي,هرهفته,دو شنبه,18:30-20:00,دانشكده علوم زمين كلاس شماره 11-علوم زمين
2112009,1,آز مدارهاي الكتريكي 1,سرايي نرجس,هرهفته,دو شنبه,18:30-20:00,مهندسي كامپيوتر و فناوري اطلاعات سمينار-دانشكده كامپيوتر
2112086,2,آزمايشگاه مدارهاي منطقي و معماري كامپيوتر,فرهادي محسن,هرهفته,دو شنبه,18:30-20:00,مهندسي كامپيوتر و فناوري اطلاعات آز منطقي/ معماري كامپيوتر
1224216,1,اصول اكتشاف وارزيابي ذخايرمعدني,آقاجاني حميد,هرهفته,دو شنبه,18:30-20:00,دانشكده معدن و ژئوفيزيك كلاس شماره 15-دانشكده معدن
1418129,1,اقتصاد خرد,حسني علي,هفته هاي فرد,دو شنبه,18:30-20:00,
1414096,1,مباني حسابداري بخش عمومي,عامري حسين,هفته هاي فرد,دو شنبه,18:30-20:00,دانشكده علوم انساني سالن مطالعه برادران صنايع و مديريت
1420001,7,فارسي,پولادي حميد,هرهفته,دو شنبه,18:30-20:00,
1420001,4,فارسي,فيروزي نويد,هفته هاي زوج,دو شنبه,18:30-20:00,
1418149,1,مديريت كيفيت و بهره وري,حسيني سيد محمد حسن,هفته هاي زوج,دو شنبه,18:30-20:00,
1420015,16,زبان عمومي,استوارنامقي سيدعلي,هرهفته,دو شنبه,18:30-20:00,
1420015,13,زبان عمومي,سيف زاده نگار,هرهفته,دو شنبه,18:30-20:00,
1112078,3,آز ماشين هاي الكتريكي 2,حسن نيا خيبري امير,هرهفته,دو شنبه,18:30-20:00,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1224099,5,آزمايشگاه كاني شناسي,عابدي آرزو,هرهفته,دو شنبه,18:30-20:00,
1314004,1,مباني كامپيوتر و برنامه سازي,پورعيدي ابوالفضل,هرهفته,سه شنبه,08:00-08:45,
1314018,1,برنامه سازي پيشرفته,مغاري سميه,هرهفته,سه شنبه,08:00-08:45,
1312028,6,رياضي عمومي 2 - فني,خورسندي مهدي رضا,هرهفته,سه شنبه,08:00-08:45,
1312028,5,رياضي عمومي 2 - فني,آل هوز عبدا...,هرهفته,سه شنبه,08:00-08:45,
1312028,4,رياضي عمومي 2 - فني,جلالي مريم,هرهفته,سه شنبه,08:00-08:45,
1312028,3,رياضي عمومي 2 - فني,حسين زاده بابره خسرو,هرهفته,سه شنبه,08:00-08:45,
1318010,1,برنامه نويسي پيشرفته,مغاري سميه,هرهفته,سه شنبه,08:00-08:45,
1318007,1,مباني كامپيوتر,پورعيدي ابوالفضل,هرهفته,سه شنبه,08:00-08:45,
1316182,1,برنامه سازي پيشرفته (آمار),مغاري سميه,هرهفته,سه شنبه,08:00-08:45,
1316128,1,مباني كامپيوتر و برنامه نويسي,پورعيدي ابوالفضل,هرهفته,سه شنبه,08:00-08:45,
2412309,1,ارائه معماري به كمك رايانه,دهقان منگابادي ابوالفضل,هرهفته,سه شنبه,08:00-09:00,
2412344,2,طراحي و ساخت معماري به كمك رايانه,منصفي پراپري دانيال,هرهفته,سه شنبه,08:00-09:00,
1812047,1,شيمي فيزيك 1,موسوي تكيه زينب,هرهفته,سه شنبه,08:00-09:00,
2312614,11,تربيت بدني,غلامي فرهاد,هرهفته,سه شنبه,08:00-09:30,مجموعه خوابگاه ها زمين چمن مصنوعي (برادران)
2312617,2,ورزش 1,فدايي ده چشمه معصومه,هرهفته,سه شنبه,08:00-09:30,مجموعه خوابگاه ها سالن حجاب (خواهران)
